image,caption,lengths,new_caption
3549006919_3604bc813e.jpg,A mountain climber reaches the top of a cliff .,10,mountain climber reaches the top of cliff .
3549011001_26cace3646.jpg,Three men on wooden boat in front of buildings,9,three men on wooden boat in front of buildings .
3549140234_e99b07c739.jpg,The skater rides his board on the pipe .,9,the skater rides his board on the pipe .
3549277110_24d4064ccd.jpg,two boys reading superhero books,5,two boys reading superhero books .
3549408779_4d453db080.jpg,A black and white dog swimming .,7,black and white dog swimming .
3549464203_8ab9c6160b.jpg,An adult is encouraging a young girl to try the slide .,12,an adult is encouraging young girl to try the slide .
3549583146_3e8bb2f7e9.jpg,A young boy is riding a bike .,8,young boy is riding bike .
3549614763_42f34f3d1e.jpg,two women looking at menus with waiter at table,9,two women looking at menus with waiter at table .
3549673305_4dfd44e04a.jpg,Man kisses girl on neck,5,man kisses girl on neck .
354999632_915ea81e53.jpg,a snowy cave full of luggage,6,snowy cave full of luggage .
3549997413_01388dece0.jpg,A person skis down a snowy mountain .,8,person skis down snowy mountain .
3550253365_27d4c303cf.jpg,Four people sitting on low cement ledge .,8,four people sitting on low cement ledge .
3550255426_4ab03c0d6e.jpg,A girl in a yellow shirt jumping over a hurdle .,11,girl in yellow shirt jumping over hurdle .
3550276904_19de3561c5.jpg,An adult and a child sitting down and both are biting their finger nails .,15,an adult and child sitting down and both are biting their finger nails .
3550459890_161f436c8d.jpg,A man throwing a ball for a dog .,9,man throwing ball for dog .
35506150_cbdb630f4f.jpg,A man sits on a bench .,7,man sits on bench .
3550763985_800cfee7e4.jpg,A skateboarder does a trick on a ramp .,9,skateboarder does trick on ramp .
3551003620_0b02d76f65.jpg,A woman rollerblading around green cones .,7,woman rollerblading around green cones .
3551170666_01df31412d.jpg,A golden retriever nurses puppies .,6,golden retriever nurses puppies .
3551281733_b43bf6f870.jpg,Close-up of a hummingbird .,5,close-up of hummingbird .
3551447084_becc6a4666.jpg,A person riding a dirt bike .,7,person riding dirt bike .
3551787566_b5ebbe2440.jpg,A woman biking downhill .,5,woman biking downhill .
3552206648_123bf4ac82.jpg,A swan is above water .,6,swan is above water .
3552435734_04da83b905.jpg,A black dog running through water .,7,black dog running through water .
3552796830_2dd2aa9c2c.jpg,Two soldiers are running down a track .,8,two soldiers are running down track .
3553056438_4e611a7a2a.jpg,A little boy kissing a girl on a stack of hay .,12,little boy kissing girl on stack of hay .
3553225222_f5ebe44af1.jpg,A child who is celebrating their graduation in a field .,11,child who is celebrating their graduation in field .
3553374585_25b1bd6970.jpg,Several men walking past a tent notice a sign .,10,several men walking past tent notice sign .
3553476195_fb3747d7c1.jpg,Two black dogs are fighting over a toy,8,two black dogs are fighting over toy .
3554210976_fbd0ef33a3.jpg,A girl standing on a snowy hillside .,8,girl standing on snowy hillside .
3554634863_5f6f616639.jpg,A crowd of people are standing around a yellow-suited musician .,11,crowd of people are standing around yellow-suited musician .
3555231025_73fa54fa29.jpg,A young girl smiles in a field .,8,young girl smiles in field .
3555573680_41c1540a86.jpg,A man riding a wakeboard on a lake,8,man riding wakeboard on lake .
3555729342_cc7a3b67fd.jpg,A young boy and girl posing on the beach .,10,young boy and girl posing on the beach .
3556037801_3992ce6826.jpg,People shopping in a bike shop .,7,people shopping in bike shop .
3556390715_65c6d1e88b.jpg,A small white dog running,5,small white dog running .
3556485995_9cd40269e9.jpg,Two men playing hockey .,5,two men playing hockey .
3556571710_19cee6f5bd.jpg,Four people posing for a photo in front of a pond .,12,four people posing for photo in front of pond .
3556598205_86c180769d.jpg,A person drives an ATV through mud .,8,person drives an atv through mud .
3556792157_d09d42bef7.jpg,A group of children sitting on folding chairs and playing .,11,group of children sitting on folding chairs and playing .
3557148230_7fc843e5de.jpg,A boy standing on a tricycle .,7,boy standing on tricycle .
3557295488_600d387347.jpg,Two field hockey players collide .,6,two field hockey players collide .
3557316485_574a5f7a89.jpg,A man skateboarding .,4,man skateboarding .
3557324238_6ba58831d9.jpg,The boy is playing ball in the sand .,9,the boy is playing ball in the sand .
3558251719_3af5ae2d02.jpg,A man and a dog are playing in a field,10,man and dog are playing in field .
3558370311_5734a15890.jpg,The biker does a trick in the air .,9,the biker does trick in the air .
3558438174_d8f41438a4.jpg,Two spokesmodels in front of a hotrod .,8,two spokesmodels in front of hotrod .
3558683579_8fb36b55a6.jpg,A guy jumps to make a basketball shot .,9,guy jumps to make basketball shot .
3558796959_fc4450be56.jpg,a woman returns the tennis ball .,7,woman returns the tennis ball .
3559374748_f18c7caa55.jpg,A person driving a drag racer on dirt .,9,person driving drag racer on dirt .
3559425864_0462d7613f.jpg,The BMX bike rider jumps a grassy dirt ramp .,10,the bmx bike rider jumps grassy dirt ramp .
3559429170_3183c404b9.jpg,A woman doing a jump on a bike,8,woman doing jump on bike .
3559781965_d4ec00e506.jpg,A big tan dog wearing a muzzle running in green grass .,12,big tan dog wearing muzzle running in green grass .
3559993787_c49644dcc5.jpg,A biker in the woods .,6,biker in the woods .
3560081723_62da0035bd.jpg,A man driving a four-wheeler off-road .,7,man driving four-wheeler off-road .
3560125106_691c292893.jpg,A dog is jumping through a fiery obstacle .,9,dog is jumping through fiery obstacle .
3560726559_4c4bed9f2d.jpg,Young couple in formal attire hold hands,7,young couple in formal attire hold hands .
3560771491_2a18b6241e.jpg,A girl picking dandelions in a grassy meadow .,9,girl picking dandelions in grassy meadow .
3560891822_7d4c1e3580.jpg,A skateboard rolling down a ramp .,7,skateboard rolling down ramp .
3560977956_e08d2cd531.jpg,Two people in life jackets in a rowboat,8,two people in life jackets in rowboat .
3561130207_d1ed166daa.jpg,A crowd of people stand .,6,crowd of people stand .
3561314880_ea9a7e245f.jpg,A homeless man has a shopping cart full of junk .,11,homeless man has shopping cart full of junk .
3561433412_3985208d53.jpg,A dog playing fetch in a green field .,9,dog playing fetch in green field .
356143774_ef3e93eede.jpg,Two swans glide on river .,6,two swans glide on river .
3561537309_e271d57492.jpg,A child in water .,5,child in water .
3561543598_3c1b572f9b.jpg,Members of a fraternal organization in a graveyard,8,members of fraternal organization in graveyard .
3561639055_5ac66ae92f.jpg,A bicyclist does maneuvers,4,bicyclist does maneuvers .
3561734666_344f260cce.jpg,A pitcher throws the ball .,6,pitcher throws the ball .
3562001359_65c63aeda3.jpg,A woman is kayaking on a lake,7,woman is kayaking on lake .
3562050678_4196a7fff3.jpg,A group of people on a walkway .,8,group of people on walkway .
3562169000_6aa7f1043d.jpg,a blue race car almost crashing into a wall of tires,11,blue race car almost crashing into wall of tires .
3562282690_cd2a95fe9e.jpg,The dog is happily running on the beach .,9,the dog is happily running on the beach .
3562302012_0cbcd01ff9.jpg,A boy crawls under a house outside .,8,boy crawls under house outside .
3562470436_6e193643ce.jpg,Three dogs play with a red ball .,8,three dogs play with red ball .
3562816250_6e14d436b1.jpg,A woman kayaking with her small dog,7,woman kayaking with her small dog .
3562903245_85071bb5f9.jpg,Two young men do cycle figures on ramp .,9,two young men do cycle figures on ramp .
3563059800_c073081ce3.jpg,A man is sitting at a table filled with softdrinks .,11,man is sitting at table filled with softdrinks .
3563461991_de05537878.jpg,A man takes photos on the water 's edge .,10,man takes photos on the water 's edge .
3563668905_689ed479c5.jpg,A biker wearing a helmet .,6,biker wearing helmet .
3563673070_71fa0903ed.jpg,a man paddling a red kayak,6,man paddling red kayak .
3563871276_c8b2a00df5.jpg,A person stands on a boat in the ocean .,10,person stands on boat in the ocean .
3563924606_5914392cd8.jpg,Two puppies pulling on a string .,7,two puppies pulling on string .
3564007203_df2b8010f1.jpg,A man talks to a mounted policeman .,8,man talks to mounted policeman .
3564148252_aa4cb36a32.jpg,A person on a motorcycle .,6,person on motorcycle .
3564157681_03a13b7112.jpg,Dog jumps to catch a Frisbee while people watch .,10,dog jumps to catch frisbee while people watch .
3564312955_716e86c48b.jpg,a smiling toddler in a pink swimsuit is laying in the water .,13,smiling toddler in pink swimsuit is laying in the water .
3564385317_1bf5094068.jpg,a person dances on a rock .,7,person dances on rock .
3564436847_57825db87d.jpg,A kid is skateboarding in the suburbs .,8,kid is skateboarding in the suburbs .
3564543247_05cdbc31cf.jpg,Two guys jumping into a pool .,7,two guys jumping into pool .
3564738125_10400f69c0.jpg,People lean over in the snow .,7,people lean over in the snow .
3564742915_5f940b95b4.jpg,Two people are walking up a mountain .,8,two people are walking up mountain .
3564907603_14ccc655f1.jpg,Teens having a good time .,6,teens having good time .
3565021218_d2bc1aa644.jpg,a young girl wearing yellow lays on the ground .,10,young girl wearing yellow lays on the ground .
3565598162_56044bc2f7.jpg,The girls dance to the street musicians,7,the girls dance to the street musicians .
3565654691_22b97d3994.jpg,A man admires a rock formation on the water .,10,man admires rock formation on the water .
3565655045_8eb00b7423.jpg,A man climbs out of the ocean onto a rock,10,man climbs out of the ocean onto rock .
3565749152_7924d15b04.jpg,A dog catches a Frisbee in the front yard .,10,dog catches frisbee in the front yard .
3566111626_9a35a7b2c0.jpg,A person on a bike get airborne .,8,person on bike get airborne .
3566225740_375fc15dde.jpg,Army vehicles line up and a soldier walks near them .,11,army vehicles line up and soldier walks near them .
3567061016_62768dcce1.jpg,A bird flying in the air,6,bird flying in the air .
3567214106_6ece483f8b.jpg,A dog plays in water from a sprinkler .,9,dog plays in water from sprinkler .
3567604049_da9e1be4ba.jpg,A man jumps into the blue water pool .,9,man jumps into the blue water pool .
3568065409_1c381aa854.jpg,A boy holding a stick jumping Ont he street .,10,boy holding stick jumping ont he street .
3568197730_a071d7595b.jpg,A Japanese swordsman jumps into the air .,8,japanese swordsman jumps into the air .
3568219100_dfbffddccd.jpg,A man climbing a rocky outcropping while another watches .,10,man climbing rocky outcropping while another watches .
3568225554_73cdb19576.jpg,Someone climbing a rock upside down,6,someone climbing rock upside down .
3568505408_4e30def669.jpg,The cowboy prepares to lasso the bull .,8,the cowboy prepares to lasso the bull .
3568605391_54ec367d88.jpg,Two policemen are standing and one policeman is sitting on his motorcycle .,13,two policemen are standing and one policeman is sitting on his motorcycle .
3569126684_a68b29a57f.jpg,A brown dog running on grass .,7,brown dog running on grass .
3569284680_44fef444ef.jpg,Two kids climb the stairs,5,two kids climb the stairs .
356929855_6bbf33d933.jpg,A dog with golden hair swims through water .,9,dog with golden hair swims through water .
3569329986_1f468729b2.jpg,A young girl running on grass,6,young girl running on grass .
3569406219_f37ebf7b92.jpg,Two women dressed in traditional Japanese clothing,7,two women dressed in traditional japanese clothing .
3569420080_72fbe84751.jpg,Man in uniform stands near woman with purple hair .,10,man in uniform stands near woman with purple hair .
3569667295_6e51db08ef.jpg,An open-mouthed dog is running through the water .,9,an open-mouthed dog is running through the water .
3569755200_cef7ee2233.jpg,Two girls next to a mossy tree .,8,two girls next to mossy tree .
3569979711_6507841268.jpg,A boy does a flip on the beach .,9,boy does flip on the beach .
3570800810_978c993133.jpg,Two boys shoveling in melted snow .,7,two boys shoveling in melted snow .
3571039224_b34fa2f94c.jpg,A black dog in shallow water .,7,black dog in shallow water .
3571147934_d1c8af1d6e.jpg,Teenagers congregate outside a brick building,6,teenagers congregate outside brick building .
3571193625_835da90c5e.jpg,A large yellow dog is retrieving a stick .,9,large yellow dog is retrieving stick .
3571675421_7e07ac07c5.jpg,A dog running through the water .,7,dog running through the water .
357191373_a1cb5696e8.jpg,A group riding horses .,5,group riding horses .
3572144280_ea42bbd927.jpg,A man climbs some rocks .,6,man climbs some rocks .
3572267708_9d8a81d4a4.jpg,Girls dance in colorful outfits .,6,girls dance in colorful outfits .
3572346664_e1e6c77f11.jpg,A person outlined by the sun,6,person outlined by the sun .
3572942419_16ebdc3d46.jpg,Several women are talking outside .,6,several women are talking outside .
